complexity,loc,language_type,maint_type,skill,age,interdependence,team_size,exp,def_density,def_severity,churn,change_req,test_cov,doc_quality,cost
24,44620,c#,perfective,1,2,high,7,senior,5.040700797484243,medium,19.837253984770133,28,56.914157045426826,2.002927304008218,14450.9108670934
6,3293,javascript,adaptive,1,12,low,7,expert,5.448816860293935,medium,96.1640492315304,69,38.23645979167109,4.578155408962364,6356.033832734235
66,30067,c#,perfective,9,9,medium,1,senior,2.835071902709394,medium,51.14675400426174,16,93.45580725432818,3.860422454472357,12326.33513628128
75,30323,php,perfective,3,4,medium,6,junior,9.484251555414929,medium,73.39203702877005,80,43.211717561589445,3.5582153055092447,13270.315536199492
4,47299,javascript,perfective,5,4,medium,7,senior,8.42464106835575,medium,41.10471935560581,13,53.881936724966906,3.6550669444868,15131.42325993982
79,4227,python,preventive,10,10,high,6,junior,7.223735076327985,low,35.51317640257163,23,44.611430712518775,2.6568022172185737,6254.350283330665
6,26539,typescript,adaptive,9,6,high,6,senior,0.7799386640940908,high,40.7164298467125,56,56.48183139601971,1.1782265264706129,9985.064542962413
51,49525,c#,corrective,6,3,high,2,senior,1.0613001930901944,high,40.91966437856498,49,47.05050789923272,4.137766168282916,17683.053719008873
62,43541,c#,adaptive,9,12,low,6,senior,4.927813458649557,low,54.418011594195356,56,4.796755857947588,3.7148529448614154,16435.927777139976
57,22434,java,corrective,8,3,high,4,senior,1.6071334919098568,low,54.346986998136316,100,88.20481860076987,2.891217856450899,10463.364265488033
66,18647,c#,adaptive,8,8,low,9,junior,9.78265463529474,high,49.715381588287165,60,44.43938189157698,4.59903846147303,10527.758875202962
79,26705,java,perfective,1,5,high,1,senior,1.5852023402740945,medium,13.478578491743809,38,58.894364850734874,2.3446386599403954,11810.920995855038
75,10830,c#,adaptive,9,3,medium,8,expert,4.87467835463974,medium,49.607547850053116,54,13.918780275798703,2.1772869769249437,8028.8888672584935
8,16307,python,corrective,6,1,low,5,senior,3.641210568415054,medium,16.91039004206515,95,0.3387847982639136,4.491185300317771,9176.99915791275
26,22576,c#,corrective,9,5,medium,1,senior,6.393864214540979,low,12.613578629576516,35,24.529009364364295,4.1879506190359415,10347.295953375296
51,44862,dart,adaptive,3,1,low,4,expert,1.2903640888942491,medium,93.26457173411677,36,70.45860321333502,3.059919242593379,15455.694449261176
45,24376,python,corrective,3,4,low,1,expert,4.303164280423909,medium,60.49500131477043,13,9.91945301128786,1.5229389578313999,10414.242698453461
44,30680,dart,perfective,6,5,medium,6,junior,2.7470503280714365,low,65.94900581245842,26,90.88874403864679,1.8602858858602098,10797.795428863246
5,1906,javascript,corrective,9,3,low,2,junior,8.87751524671688,medium,40.179367033336376,82,21.50225693561846,3.6249119616352266,5131.516101831748
70,7376,php,corrective,7,13,low,5,senior,0.40585712134695084,high,90.89808919148642,30,20.45936142917758,2.5401649513616467,7537.567115849325
26,27851,php,corrective,3,12,low,7,expert,9.137274940064593,medium,63.79304895796655,72,18.15079616214955,4.345892766663885,12720.047992360636
68,55616,javascript,adaptive,3,2,medium,2,expert,8.329941385530004,low,76.91698695235874,80,1.3981712971364746,4.799820037328816,20320.91968972018
19,10074,ruby,adaptive,2,6,low,6,expert,2.9757071644081545,medium,36.85624690277138,82,77.18054684782346,4.222547701099673,7418.443177411259
20,40894,php,corrective,9,1,medium,6,senior,7.892906546771047,high,96.00118808191255,43,87.50345312452585,2.5101816919822286,13534.529587179168
12,58653,javascript,corrective,3,12,low,5,senior,0.3121356033874756,high,82.0461290158315,67,61.416270261619886,4.154745716925696,19301.669198219617
47,22559,java,adaptive,5,10,high,5,junior,9.668655502933936,medium,85.39484630145436,47,18.819998167986228,2.405766693882734,10825.742943505478
1,6130,c#,corrective,9,13,high,3,junior,5.265949425897894,low,17.21942674257543,56,28.527799694087975,1.6684003510625356,5480.380491228264
14,29920,php,adaptive,8,5,low,2,senior,3.0328102606544527,high,27.096320787121954,74,47.592669736496326,1.1335728194634296,11032.823174601197
64,54165,php,adaptive,2,12,high,7,senior,3.6258321259467707,medium,28.562659968357707,21,95.43459516233008,2.54286685104408,17785.784429990515
38,4348,php,corrective,3,3,high,1,senior,0.6640535346049736,low,27.090922324687117,3,24.73513718177428,4.614237214789128,6252.6858940933325
37,32568,javascript,corrective,2,5,high,6,senior,9.893495140420391,medium,85.5408162104288,80,73.16459039198881,1.955946351022706,12507.069220314255
11,33162,php,preventive,8,3,medium,6,junior,0.39291945150692453,medium,3.188479520859211,71,43.94482232929203,1.826052659719136,11500.158994151521
77,14145,python,adaptive,6,3,low,3,senior,6.549071231478591,medium,7.60999889807743,45,29.78473483600218,4.879283140964161,9589.376618136583
3,1263,javascript,adaptive,6,3,medium,2,junior,4.427359277064583,low,27.39148706299037,58,45.59159370221138,1.1000164514023685,3386.26721043546
33,35366,python,corrective,9,8,medium,2,senior,9.489162181887151,medium,19.987297464944366,33,7.120671754123253,4.143128601575017,13998.750939837535
6,8594,java,adaptive,8,6,medium,9,senior,2.459997403067952,high,23.185961388284838,10,79.86873709303624,2.2854798229634814,5109.03645506228
50,28621,java,corrective,4,2,medium,5,senior,5.320868239380113,high,79.79431892533,30,24.330192798296714,1.1499518274786373,11278.51612325295
10,30903,java,adaptive,4,2,high,7,expert,4.82356208582753,high,56.31265938920469,10,72.54121231929705,4.671210160838335,12020.652880779047
5,51247,c#,preventive,9,5,high,5,junior,7.0286644405010135,high,0.5770661292967993,55,6.834837144819472,1.5585693208383344,16405.800133550743
23,3904,java,corrective,1,5,low,7,senior,0.6801023195242051,low,42.932276570419525,37,95.5098556165686,3.2071171349027816,4547.373874131508
10,53515,javascript,corrective,2,3,low,4,senior,1.9378913002335485,medium,40.78849268503589,20,19.30149854056986,2.096216829718191,16500.027644853984
44,54984,java,corrective,2,8,low,8,senior,2.1456482009284983,medium,11.394526944454352,93,88.27420762070804,1.2607712087387641,17271.971943186618
2,51605,java,corrective,6,3,high,7,expert,7.381507548416897,high,67.61417886014571,9,80.94732096154344,1.1996899426535164,15404.64620065043
13,47176,java,corrective,4,8,medium,5,senior,1.8913869632674007,low,70.20971883794911,25,96.7859924081416,1.4622267953453552,14238.604101365298
40,39953,python,corrective,10,3,medium,6,expert,5.734917638909767,high,72.08932190520977,90,47.78906609457496,1.2854680555575202,14296.544381476775
2,18275,c#,perfective,3,1,medium,5,junior,2.152438205009537,medium,72.8470945558592,7,72.73972938459515,4.042232462079692,7902.71426214774
65,53333,c#,adaptive,3,1,medium,7,expert,8.616249500839784,high,0.005282693229680113,7,37.0710657037784,2.9422648091337167,17832.28832701056
63,45017,c#,corrective,3,4,medium,2,junior,9.421854544896386,low,95.39208038467221,59,18.436823801969382,2.3715683653959188,16173.341814356983
73,24538,javascript,preventive,6,3,medium,5,expert,5.1849297494224045,low,81.4208767054663,71,44.30759329334488,2.6734756405280287,11440.125374182917
17,24264,java,corrective,8,6,high,3,senior,3.5230888420917825,high,90.39816965892852,33,16.574901538845488,4.715786942290493,11509.952989266516
9,2236,php,preventive,7,13,high,9,senior,2.340577750174991,low,1.5643295307434135,15,98.20446227863839,4.643007250952589,4628.332714157888
75,20680,javascript,corrective,4,10,high,6,senior,0.49781001523043766,high,93.38587957857393,12,9.624649114071637,3.8627059204903076,11463.785736364858
15,28328,javascript,perfective,4,4,high,3,expert,2.685000761974954,low,80.97885286881046,86,58.92117234526204,4.5387295096867515,12283.807793779448
24,50450,python,adaptive,10,5,medium,7,junior,6.542357799453179,medium,83.72191429586987,75,62.64638552540559,2.278592110350499,16185.840395472416
38,27336,java,perfective,2,9,medium,4,senior,5.336169313092109,medium,9.328738472196852,90,53.80795428740542,2.5244373040331314,11674.354548814512
35,29273,java,preventive,1,3,high,3,expert,9.440412782809274,medium,73.87780289185977,21,66.21858857118336,3.454848727416912,11967.433338866744
49,38105,java,corrective,9,12,high,8,senior,3.962772624917006,medium,95.9916689642091,95,11.618077501189095,3.4945037891890567,15548.431804841317
69,47923,javascript,preventive,2,11,low,4,junior,6.938633423283945,medium,67.85473414181607,26,55.501852420529104,2.926799352049364,16772.317019130925
62,47245,javascript,corrective,8,1,medium,1,senior,4.893227474751214,low,57.05614046246065,63,28.721257112736154,2.602631393751813,16485.684542045798
60,1454,c#,corrective,9,12,low,6,senior,5.125762159242116,low,94.5629677748997,1,94.01760633010566,4.9447212464347805,5427.055992415076
50,25148,php,corrective,4,9,medium,1,expert,2.677743146041175,medium,44.2937121734436,96,76.20716534397258,4.2844945044708975,12252.611004155935
78,39223,php,adaptive,8,8,medium,5,senior,4.549507768419997,medium,59.92935663104787,25,97.25144821597426,2.739920791552181,14212.327625407426
75,7992,ruby,corrective,9,9,medium,7,senior,4.707849970127072,high,47.63382934943662,91,3.7556069740189546,3.909169908958274,8846.538052243264
9,56280,kotlin,adaptive,10,6,low,6,expert,7.066425217489339,medium,93.28462213602991,82,28.51331751807087,2.078246773009838,17930.59903047018
34,47317,python,adaptive,10,3,medium,2,senior,9.40639999186114,medium,7.608472676550726,68,19.5422586638349,1.4006773049493195,15720.209280613091
76,55001,python,perfective,5,2,high,4,junior,3.293212774825043,medium,50.11197008253482,96,1.11545873118305,2.4097241022109626,19366.131121485876
35,22156,python,perfective,7,9,low,2,junior,0.42200468581298445,low,68.69524413854383,83,24.232573024632142,2.611891200493577,10331.481285086327
1,51459,c#,adaptive,10,13,medium,1,senior,4.962951255006397,medium,79.1906538422237,29,67.8775983520429,1.0661484982426832,15685.854236011155
40,39159,php,corrective,4,2,medium,3,junior,5.444613321491686,high,58.301864744413635,7,23.108892213456855,4.259168006543584,14571.788143186608
64,26909,java,corrective,1,8,high,3,expert,1.6844055113191525,high,90.8917744121454,37,50.90034454826182,2.436773609556726,12292.493602277555
22,22519,typescript,corrective,3,4,low,7,senior,7.604646062760667,medium,94.19914468838716,60,88.78181149649987,3.321672663120588,9569.855700287617
60,5531,python,corrective,5,12,high,1,junior,9.849291084414917,medium,6.4319223193583515,80,69.37579203490752,1.2958527490838239,6483.379934767321
64,53262,typescript,corrective,3,2,medium,9,senior,9.457747170084609,high,40.23705395413744,64,39.462906990603194,1.699987315002336,17703.29743570402
72,33570,java,corrective,7,4,high,6,senior,1.9710603882365219,medium,2.345902172115444,66,37.24689389121083,4.55877490131024,14312.243429838583
11,44815,python,preventive,9,1,high,4,expert,8.753632399007607,low,32.94166573744429,45,45.573581400848475,3.434750111531203,15117.18388606896
14,53970,javascript,adaptive,6,10,low,3,expert,7.044936364116847,low,53.68682179706021,89,17.704144105990636,4.801136200681942,18914.036046448156
60,13288,java,corrective,10,3,low,3,senior,4.538465638069116,medium,91.07949305099488,94,63.40007674159881,4.995000137565268,9310.6629300928
30,25942,java,adaptive,1,9,low,2,senior,5.406109943247291,high,84.65543224654029,71,36.41528191046055,2.4874404613323775,11500.275329353897
35,37757,java,corrective,7,1,medium,2,senior,8.49600174982458,medium,12.749972667198573,42,85.23653492620437,2.1952122563330985,12807.85951610384
37,2927,php,adaptive,3,1,low,5,senior,4.801349396383731,low,9.303037474089571,58,75.65526600578163,4.433424220636387,5305.916597108755
5,41372,javascript,adaptive,5,11,low,9,junior,3.7320736910512684,low,58.926733875666706,45,61.05131640921601,4.994445708149817,14421.71932382961
78,52683,java,adaptive,10,7,medium,2,junior,4.932474930259858,high,53.211797245878266,71,36.420222264951605,3.5185649369298293,18942.892095916774
26,41145,c#,adaptive,4,0,low,2,senior,5.791298040350491,high,26.637764143002386,34,20.99318316734844,4.180562890046089,14908.281833034462
62,797,ruby,preventive,10,13,low,6,junior,1.8907765377834884,medium,89.94530845538353,38,77.61518641056229,4.1269834352610975,5554.719892287418
4,24109,java,perfective,5,6,medium,2,junior,9.009077302669906,medium,92.73664094615535,91,48.64090989910865,2.421358832878188,10213.858489079197
42,35298,javascript,adaptive,5,4,low,4,senior,6.741869488296138,low,40.261143834016266,50,22.47500381773575,3.297081521028349,13403.543552784977
18,45142,python,adaptive,6,10,medium,6,junior,6.332689173374889,high,89.03025571135203,3,19.51746150400062,4.332227765056855,15903.183894139187
40,15687,python,adaptive,10,7,medium,5,senior,0.9949622618063814,high,38.39488942629726,79,16.540090450135903,3.752455505044222,9587.200698986986
72,23271,c#,corrective,10,0,medium,1,senior,6.041739381725918,low,73.68168318297002,76,77.7161196205595,1.084655255928153,9919.521666348865
39,25784,python,corrective,6,10,high,6,expert,1.2096066223849233,high,47.59422175477241,83,22.89871853003117,2.346822675590134,12015.186394669136
14,28448,javascript,corrective,8,6,medium,1,senior,0.7869767519539905,low,12.258315650718298,50,52.66422635251975,1.5779027863784214,10354.425249847149
32,42707,ruby,adaptive,8,4,medium,3,junior,5.273108956423933,low,92.79342012370215,4,45.15463609730565,1.9318888483121563,13819.20710816345
51,21266,python,adaptive,9,3,medium,5,senior,4.027855340464949,low,45.40965933775366,54,57.96108992282839,4.621957909965303,10344.110136837995
38,44957,javascript,corrective,8,6,high,5,expert,5.888102701562232,low,73.44870403224036,100,87.71549003711942,1.1475731556430726,15187.332796966139
23,52263,java,preventive,2,9,high,6,expert,0.8922216805723859,medium,36.71738144312921,19,86.77473900817306,1.879202847847695,16389.410728749328
63,16308,kotlin,preventive,10,1,high,8,senior,4.309830628472584,medium,1.888087857623466,23,45.107607182485964,2.238277408952926,8285.029373756284
15,26970,javascript,perfective,1,11,medium,5,senior,1.7478671504515797,medium,10.05303586918359,35,1.5366250734723308,3.4675362878655793,11522.03300765439
25,50411,php,adaptive,10,0,low,1,expert,9.871000859241166,medium,49.62194794899244,33,42.64438057143032,3.136406760343462,16474.71280291348
17,3411,javascript,perfective,2,0,low,5,junior,5.611502124351744,low,68.99643571263624,53,60.61935374241404,1.8730779314135444,4095.785527810067
66,56850,python,corrective,2,10,low,3,senior,6.874368609408673,low,33.473532657927905,33,55.77647590980618,1.6569642688926178,18284.711699868927
78,47611,c#,perfective,3,11,high,4,senior,3.254182806826078,medium,69.54884591776504,82,65.13361058002054,1.9471921383844752,17295.820269457374
53,7146,kotlin,corrective,10,0,medium,8,junior,0.9473891477934415,medium,69.8635589431956,16,15.407573247308349,3.0101185068066223,6174.212679613892
51,59313,c#,perfective,7,11,high,7,senior,9.758708627835366,low,70.39359073278308,4,64.65350987807325,2.0847111428448137,18560.843626101112
39,35354,php,corrective,2,4,medium,5,junior,2.8625903538318322,high,49.25218540205084,88,18.265161874377224,4.790410006430889,14725.602658171003
51,30806,php,perfective,1,9,high,2,senior,4.238081851735743,high,91.4886150121504,17,75.0523980696749,2.8554608857153903,12610.458422131062
70,41706,java,preventive,6,6,low,6,expert,6.49863921702575,high,48.91965179806156,54,33.908761326268,1.2351840661785483,15167.251708975122
6,12011,java,corrective,9,1,low,6,junior,0.24697297686111286,medium,45.026519349663815,52,70.98954333814535,3.9170656233465335,6562.093584425099
67,3511,c#,adaptive,3,9,medium,6,expert,8.102591305172869,low,19.9380819010627,49,4.786559890610709,2.3153811528359585,6531.82893908213
7,2334,javascript,preventive,6,7,medium,9,junior,5.365781900286203,medium,30.765508735633652,71,40.78600255909134,3.61395572823299,4993.071102176412
51,18827,php,adaptive,3,3,medium,8,senior,2.7821718706882215,low,4.233449251830335,90,70.50345222633328,2.118377482092928,8897.08508778438
72,9280,typescript,perfective,1,11,high,8,junior,0.6160798529246925,medium,63.35352936161702,78,22.687051633149412,3.2829749669332795,8636.387327694298
42,19960,java,adaptive,5,2,low,1,expert,1.6249841547444144,low,24.853574392709287,44,79.52870447972225,4.088610019229859,9546.513953227583
64,18943,java,corrective,10,9,medium,5,senior,8.950338588534368,high,30.41552544854651,12,63.0779733104932,4.712034967098216,10260.68869051679
15,6359,php,corrective,4,10,medium,7,senior,6.86024223935891,low,77.08145216643211,15,58.75617721497983,2.044508577732308,5079.166985669579
29,23678,java,corrective,7,7,low,6,expert,2.499017216368898,high,32.72211831614539,85,35.35488542043371,2.3394278039959246,10715.376676190011
33,35753,php,perfective,6,1,high,5,senior,0.6560076494502953,high,24.219589201314218,83,48.24514703811176,2.8570656811437587,13576.094056973516
27,11711,javascript,corrective,10,10,high,8,expert,6.906153123866363,medium,16.905774913370575,12,59.73493009778531,4.708699350943956,7899.643520465133
36,38104,c#,adaptive,7,10,high,3,senior,5.724077259677651,high,77.48584021819559,19,47.24621139148905,4.6055474272426284,14936.929310015326
29,2402,python,adaptive,5,12,high,6,expert,4.0451952445823505,medium,12.970625799002688,65,69.831332394056,1.3595131204025521,5038.3651282642895
38,8755,c#,adaptive,4,2,high,5,senior,3.6361144919006385,high,45.37537602503535,98,43.36969331069596,1.5277193030152434,7025.702685068215
57,8720,javascript,perfective,7,11,low,8,junior,2.168142759291083,medium,50.69301160771944,46,20.227318174203035,2.982036709322553,7356.408952795341
27,39984,javascript,preventive,7,2,high,4,senior,6.696112565375176,high,68.73899126857145,18,21.393378280104724,1.426477091221694,13737.256161878526
55,47625,python,adaptive,6,9,medium,8,junior,9.706680277938705,medium,63.32834823329955,44,0.5803768842941093,2.38232349339479,16710.84912776096
33,47854,ruby,perfective,8,10,low,2,senior,1.7571524583682585,high,81.07206729451748,36,30.095771555867245,1.5935415128699106,16041.134548762007
68,22518,php,perfective,4,0,low,9,senior,5.971166200155034,medium,4.475143392623815,53,74.89176404785196,3.5441614205275433,10151.728876519295
66,21045,java,adaptive,10,5,high,9,senior,4.241850557459762,medium,29.64407247793972,5,79.41627088376096,4.797981726956647,10197.536632475525
10,30906,python,preventive,5,1,high,6,junior,4.466887217446649,high,28.013411877537976,13,20.246754209575002,4.986935081177526,12310.442186304801
5,17246,python,corrective,4,0,low,4,junior,2.541472801278144,high,14.601690559210823,3,95.90439968714077,2.5009645299876593,6784.99992425486
74,47443,c#,corrective,1,1,high,4,senior,8.25134875661419,medium,28.917825385644313,85,50.24027934801267,3.396050548458449,17442.686564240685
38,56039,c#,perfective,8,11,high,6,expert,4.852556041472411,low,30.976531414290342,54,91.69787490185027,4.425070614096326,18772.88811986333
13,31665,javascript,adaptive,1,5,low,5,senior,5.4340585219826405,medium,52.188446192747826,99,70.67652818616311,1.469848291185536,11479.491512217903
31,25799,java,perfective,5,13,low,6,senior,3.0476091279732573,high,66.3704478926256,33,72.2433423022413,3.75825764420786,11155.846621725716
47,42576,java,perfective,6,3,high,7,senior,1.8180846566694975,high,38.110051361181405,26,8.504362130607113,2.635374646900273,15291.747186743096
52,16971,javascript,corrective,6,5,low,7,senior,0.8591038820282049,high,71.94702313133811,6,21.999112689693067,1.8245846411206563,8445.36781463429
56,12435,javascript,perfective,5,11,medium,9,junior,7.141191409249159,low,33.616533857958,2,0.8814833294472635,2.611014474989768,7798.635938509841
15,46536,dart,adaptive,3,8,low,8,senior,1.9623428168785562,medium,29.028367731476035,46,71.61276404767375,1.3038411478596674,14391.728982298866
29,2649,python,adaptive,5,12,medium,6,junior,6.900753541887977,medium,54.11880558570243,96,34.443828842851,3.781628594357223,6341.218295904665
8,32216,c#,adaptive,8,9,high,6,expert,3.9037644604695387,high,2.3716360305790607,1,78.66525160763467,2.0109706749938123,11273.356670587033
5,38791,javascript,preventive,2,11,medium,5,junior,4.1577480098965145,low,7.9789123634000365,79,33.893621993702624,2.245622580179512,13536.688116960544
29,47957,javascript,corrective,6,9,high,1,senior,4.691774960927717,high,41.796954358652705,24,81.93337522988611,1.484325192965851,15584.587983214064
47,21532,ruby,adaptive,9,7,high,9,junior,3.6770850812754317,medium,94.29127113917565,59,13.0698253748313,4.458636455559567,11145.789721566618
68,52860,c#,adaptive,8,0,high,9,junior,1.0061997722259008,low,72.15117798434237,78,17.33731567575082,2.9737771171309544,18086.90204378582
76,30455,dart,perfective,8,12,medium,9,senior,3.0963181000284576,medium,8.812656950055775,23,34.08765395839365,3.288587511145601,12822.3469597747
45,7758,python,adaptive,8,7,low,8,junior,6.6373436069393845,low,84.63180127808737,14,40.84873888822733,3.2777307323794185,6220.161942695063
2,43616,python,corrective,7,8,medium,3,junior,6.65784401468871,medium,73.2300770608181,94,34.87028108429784,2.641972458165367,15068.96476669169
27,8000,ruby,corrective,8,5,low,1,senior,2.8622430723999437,low,61.09465257026532,13,76.36470325232199,1.7701196617525579,5145.212568042333
36,52922,javascript,corrective,6,9,high,8,junior,4.60102626557688,low,82.02929606091773,53,9.695139262671471,3.9805309939935998,18276.60985974833
36,43242,java,perfective,2,4,medium,7,junior,1.9344722801193748,high,40.41098477429571,77,35.12170196384881,1.5082250614306973,14860.319697283576
26,15751,python,corrective,2,5,medium,5,expert,2.1037208152983577,low,22.150105085385274,5,83.72399995154593,1.415495161115242,6864.535483254393
43,52007,python,corrective,8,12,low,7,senior,0.23047088406607408,low,51.20233891087593,77,6.679707726217199,3.8405801503860135,18255.824369554648
27,1754,php,preventive,1,5,high,4,expert,8.967465499077447,medium,54.88417555934738,80,94.23435076713574,1.8353480818079353,4882.198731161286
69,5099,python,corrective,6,8,high,9,expert,2.1070666507490623,medium,53.83263720099121,17,98.63168422720129,2.2270910054113293,5787.015500801992
20,6895,java,preventive,6,3,medium,2,senior,2.275338769364633,high,56.50737914801053,19,8.856817382508009,2.900909868006961,6262.363919367372
11,55949,java,adaptive,4,1,high,9,junior,2.796014326451318,medium,94.87049182391807,61,29.127252225573695,2.797405266918185,17673.15071142389
74,59640,java,perfective,10,10,low,9,senior,1.27408071695429,high,90.22456230962314,80,37.24006660353562,3.834316500259997,20648.115865857428
38,12783,python,corrective,3,10,medium,5,expert,6.392628831813628,medium,87.57170365589394,79,77.6391368652726,3.493727173773444,8578.089196486577
6,29899,javascript,corrective,3,8,high,1,senior,0.7514295317758657,low,80.14168109086272,39,59.59268121167338,3.5775846491274628,11698.664705033734
72,13474,python,perfective,1,1,medium,7,senior,1.3420242632635027,low,94.34281072652854,38,64.43657004925673,3.8562173226218293,8413.987092641857
23,51400,php,perfective,3,9,high,4,junior,6.447567265900929,medium,9.849464167940326,51,75.7509822818506,2.1704509096938613,16490.845142053928
47,33311,java,perfective,4,8,low,9,expert,3.3966062048144274,medium,26.51232614457395,31,11.797899943702571,2.2893332472018946,12849.385013781024
46,6139,javascript,corrective,5,1,low,6,senior,7.079478267011891,high,49.50559456545849,72,83.32094569102624,2.7519909915822165,6020.752911523659
12,43005,php,perfective,3,11,high,3,expert,5.5742474467014205,medium,84.65344931234053,26,70.5619804180144,2.2298486921341043,14662.569045765193
13,53951,c#,perfective,6,7,low,6,junior,2.560211730615131,medium,50.51657115227325,51,57.73417251963703,4.939751475883454,17693.434124767708
62,58197,javascript,adaptive,5,8,high,6,junior,6.508279504893281,low,74.80347393415887,96,88.97353347830567,4.256207705685719,19864.71749040848
60,48954,java,perfective,3,11,high,5,junior,1.1627368029288065,low,13.895990524891621,62,70.03063538838072,1.6586187530241183,16471.52049640491
43,3157,java,perfective,6,9,low,2,senior,5.364103830800304,medium,25.24138129765602,73,20.16999626310254,1.022376623527478,5469.054487683281
76,38960,c#,adaptive,6,8,medium,2,junior,4.371481050450346,medium,73.17760950376724,62,42.97453810756667,1.1711330729890714,14479.177877632
68,17082,dart,corrective,8,9,low,7,junior,2.678735828174408,medium,16.473400888772403,16,49.404286693573326,1.976253804171701,8445.872814792236
5,2800,c#,adaptive,2,8,medium,2,expert,6.040049977395001,low,35.135593465492676,48,5.521762675040565,1.4571651433474262,4900.3201172935005
37,47540,javascript,corrective,1,1,low,6,junior,8.713335923402825,medium,26.48662578135714,99,95.46375133600557,3.1333524595702884,15828.410081264803
72,3561,ruby,adaptive,4,3,low,5,expert,9.989046997630767,high,34.98616942224785,80,12.857726079687847,4.4319808909094345,7738.717904387699
31,47575,javascript,adaptive,7,6,medium,4,senior,6.077627687434245,low,70.83240490779703,81,69.74612672267268,3.9470008836529096,16441.780172924377
9,21957,python,corrective,10,11,medium,7,expert,4.047058743291702,medium,36.7847181142801,22,50.62310360908802,1.8624362523287616,8952.463488502102
51,54185,javascript,corrective,3,1,high,8,senior,2.2520710021620163,high,55.52633226079402,97,2.5632249884422587,2.5971970241031435,18871.219934300043
29,12569,kotlin,corrective,3,0,high,4,expert,2.5709608939511175,medium,9.993187705440965,71,92.47474758643617,3.0315768381251105,7480.139243736075
78,3469,python,perfective,5,2,high,1,expert,4.794549781497657,medium,80.50176932346278,12,85.18368088189332,4.240823398013342,6586.001586848305
40,50708,c#,preventive,5,11,medium,1,junior,3.6727770128070922,low,36.988862564812486,22,52.425792790383554,4.356486412424659,17338.962132323722
41,47360,java,corrective,10,3,high,1,junior,9.138145226249442,medium,64.85341590333424,56,22.894233613944525,4.638873247631103,17264.095246982157
11,29243,javascript,preventive,3,7,medium,1,junior,3.6829546765570953,low,72.53896016618326,61,12.162289068009425,3.0369810020115007,11783.396977222445
23,25336,python,adaptive,9,5,high,5,senior,3.7344459114543547,high,20.96609221117004,53,36.33924794321266,3.777098985743452,11227.363758402136
1,39067,javascript,corrective,4,10,high,4,expert,3.83534512433977,high,88.467498495335,19,25.54282810460905,1.4472014849357486,13644.820761162278
46,23928,php,corrective,3,1,medium,9,senior,8.366202103676581,high,61.62242516069529,85,50.66912010062987,3.2611558398159284,11007.398006278228
21,54245,java,adaptive,2,8,medium,3,senior,6.507883208469019,high,42.87251417514815,51,96.6409296123429,1.9947672378845405,17031.121459465372
36,26476,c#,perfective,10,13,high,7,junior,6.141688503188927,medium,18.233518357821954,22,57.49534932296414,2.7268675401064444,10837.91744456047
54,21895,php,perfective,9,1,high,8,expert,3.3414302238386218,medium,94.23009379012068,34,88.99310558900979,3.5362020332268775,10031.22424721928
57,4587,typescript,corrective,4,12,high,6,expert,8.179041768324394,high,75.50682041316252,66,65.08788374957773,2.0279437514151244,6833.982721579841
1,59471,java,corrective,3,11,low,1,junior,0.38363861355701134,high,20.802456273324886,33,47.52465265872004,1.2087402311870443,17786.730864569836
63,22999,java,adaptive,7,4,medium,8,senior,8.707971723381132,medium,33.77107747242245,32,85.46075627333713,1.04093542563503,9216.148479699297
54,46814,python,corrective,8,11,low,3,junior,5.127498997939296,high,80.96742580880732,45,47.13681101729975,1.0886381421780862,15872.656988295243
55,34586,dart,corrective,2,3,high,8,senior,3.982502348634128,medium,69.5677663215339,80,86.8628170510361,1.0333989500550786,12574.331965641079
40,21480,typescript,corrective,7,12,low,4,senior,4.971672807176857,medium,76.57842927157243,44,29.157676957576527,1.441420226231502,9743.064907531749
15,5335,javascript,perfective,5,6,high,8,junior,6.674155305338311,medium,44.12011022129324,18,12.881307376298812,1.9579548582805195,5209.750643045189
21,44664,php,preventive,5,7,low,1,senior,0.1276542651789736,low,71.6476262642167,93,85.53144643629383,1.8848860567291967,14732.57175350896
47,5155,javascript,adaptive,3,4,low,3,senior,8.715518564582478,low,38.64937228639137,86,58.74151637926668,4.947186376719587,7023.113317113775
73,42514,c#,preventive,5,9,medium,6,senior,4.467395253113928,low,21.126291693819642,14,88.90923982489602,2.224024420835773,14510.803906004125
53,41418,python,corrective,2,13,high,9,senior,3.429665197000782,medium,63.26770348413599,77,93.78272069923833,1.5096831334375964,14707.198105320937
9,46125,php,adaptive,4,13,low,2,junior,1.382455656340571,medium,97.60139255987941,65,5.3628390371449175,3.182250176671032,16278.299021980129
74,20430,python,corrective,6,4,medium,1,senior,4.3946537435844215,medium,31.06009713953296,38,50.09693018588683,4.431829821590034,10841.029358492055
52,18029,php,adaptive,1,1,medium,3,senior,4.963227712843788,high,46.09695922125396,17,37.49645490745293,3.7122415071507007,9558.718249356698
57,7493,php,preventive,10,7,low,4,senior,4.036466944934778,medium,67.40013710698535,69,62.585839707011715,2.1843283565418012,6601.357889209921
26,51445,ruby,adaptive,4,13,low,5,junior,6.786600938268971,medium,54.15062821224878,58,79.35911972023236,3.24646463916582,16957.961924271192
41,14973,python,corrective,6,1,high,3,senior,4.20896528759226,low,84.34277957090492,31,28.059021597436896,3.8594238968016366,8717.474554764018
